2;2                                  0              
2;2                                  0              ;2                                                 
2;2                                  0              ;2                                                 ;2                    7                           5
2;2                                  0              ;2                                                 ;2                    7                           5
0457711618  181879   55 522 852721786714 5210     ;804517711618  11879   55 522 82271786714 5210     ;0457711618  181879   55 522 8527217786714 5210    ;0457711618  181879   55 522 852721786714 5210     
804517711618  11879   55 522 82271786714 5210     ;0457711618  181879   55 522 8527217786714 5210    ;0457711618  181879   55 522 852721786714 5210     ;804517711618  11879   55 5522 82271786714 5210    
804517711618  11879   55 522 82271786714 5210     ;0457711618  181879   55 522 852721786714 5210     ;804517711618  11879   55 5522 82271786714 5210    ;804517711618  11879   55 522 826271786714 5210    
804517711618  11879   55 522 82271786714 5210     ;804517711618  11879   55 5522 82271786714 5210    ;804517711618  11879   55 522 826271786714 5210    ;804517711618  11879   55 522 82271786714 5210     
804517711618  11879   55 5522 82271786714 5210    ;804517711618  11879   55 522 826271786714 5210    ;804517711618  11879   55 522 82271786714 5210     ;8064517711618  11879   55 5522 82271786714 57210  
804517711618  11879   55 522 826271786714 5210    ;804517711618  11879   55 522 82271786714 5210     ;8064517711618  11879   55 5522 82271786714 57210  ;804517711618   117879   55 522 82271786714 5210   
804517711618  11879   55 522 826271786714 5210    ;8064517711618  11879   55 5522 82271786714 57210  ;804517711618   117879   55 522 82271786714 5210   ;8045417711618  11879   55 522 826271786714 5210   
804517711618  11879   55 522 826271786714 5210    ;804517711618   117879   55 522 82271786714 5210   ;8045417711618  11879   55 522 826271786714 5210   ;804517711618  11879   5 5 0522 826271786714 5210  
804517711618  11879   55 522 826271786714 5210    ;8045417711618  11879   55 522 826271786714 5210   ;804517711618  11879   5 5 0522 826271786714 5210  ;8045177116118  11879   55 522 82627172867147 5210 
804517711618  11879   55 522 826271786714 5210    ;8045417711618  11879   55 522 826271786714 5210   ;8045177116118  11879   55 522 82627172867147 5210 ;804517711618  11879   55 22 8262717986714 5210    
804517711618  11879   55 522 826271786714 5210    ;8045177116118  11879   55 522 82627172867147 5210 ;804517711618  11879   55 22 8262717986714 5210    ;804517711618  11879   55 52 826271786714 5210     
804517711618  11879   55 522 826271786714 5210    ;804517711618  11879   55 22 8262717986714 5210    ;804517711618  11879   55 52 826271786714 5210     ;804517711618  11879   55 522 826271786714 52103   
804517711618  11879   55 522 826271786714 5210    ;804517711618  11879   55 22 8262717986714 5210    ;804517711618  11879   55 522 826271786714 52103   ;804517711618   11879   55 522 826271786714 5210   
804517711618  11879   55 522 826271786714 5210    ;804517711618  11879   55 522 826271786714 52103   ;804517711618   11879   55 522 826271786714 5210   ;804517711618  11879   55 522 826271786714 5210    
804517711618  11879   55 522 826271786714 5210    ;804517711618   11879   55 522 826271786714 5210   ;804517711618  11879   55 522 826271786714 5210    ;804517711618   11879   55 522 826271786714 52110  
804517711618  11879   55 522 826271786714 5210    ;804517711618  11879   55 522 826271786714 5210    ;804517711618   11879   55 522 826271786714 52110  ;804517711618  11879  55 522  82627178671 4 5210   
804517711618  11879   55 522 826271786714 5210    ;804517711618   11879   55 522 826271786714 52110  ;804517711618  11879  55 522  82627178671 4 5210   ;804517711618  11879   55 522 82627178614 5210     
804517711618  11879   55 522 826271786714 5210    ;804517711618  11879  55 522  82627178671 4 5210   ;804517711618  11879   55 522 82627178614 5210     ;80451771618  11879    55 522 826271786714 5210    
804517711618  11879  55 522  82627178671 4 5210   ;804517711618  11879   55 522 82627178614 5210     ;80451771618  11879    55 522 826271786714 5210    ;804517711618   11879  55 522  826271748671 4 5210 
804517711618  11879  55 522  82627178671 4 5210   ;804517711618  11879   55 522 82627178614 5210     ;804517711618   11879  55 522  826271748671 4 5210 ;804517711618  11879  55522  82627178671 4 5210    
804517711618  11879  55 522  82627178671 4 5210   ;804517711618   11879  55 522  826271748671 4 5210 ;804517711618  11879  55522  82627178671 4 5210    ;804517711618  11879  55 522  82627178671 4 5210   
804517711618   11879  55 522  826271748671 4 5210 ;804517711618  11879  55522  82627178671 4 5210    ;804517711618  11879  55 522  82627178671 4 5210   ;80451711618   11879  55 522  8262711748671 4 5210 
804517711618  11879  55522  82627178671 4 5210    ;804517711618  11879  55 522  82627178671 4 5210   ;80451711618   11879  55 522  8262711748671 4 5210 ;804517711618 11879  55522  8262717867 4 5210   3  
804517711618  11879  55522  82627178671 4 5210    ;804517711618  11879  55 522  82627178671 4 5210   ;80451711618   11879  55 522  8262711748671 4 5210 ;80451771618  11879  55522  82627178671 4 5210     
804517711618  11879  55522  82627178671 4 5210    ;804517711618  11879  55 522  82627178671 4 5210   ;80451771618  11879  55522  82627178671 4 5210     ;804517711618  11879  55522  82627178671 4 5210    
804517711618  11879  55522  82627178671 4 5210    ;80451771618  11879  55522  82627178671 4 5210     ;804517711618  11879  55522  82627178671 4 5210    ;8014517711618  11879  55522  8262178671 4 5210    
80451771618  11879  55522  82627178671 4 5210     ;804517711618  11879  55522  82627178671 4 5210    ;8014517711618  11879  55522  8262178671 4 5210    ;8045177168118  1179  55522  82627178671 4 5210    
80451771618  11879  55522  82627178671 4 5210     ;8014517711618  11879  55522  8262178671 4 5210    ;8045177168118  1179  55522  82627178671 4 5210    ;80451771618  11879  55522  82627178671 4 5210     
80451771618  11879  55522  82627178671 4 5210     ;8045177168118  1179  55522  82627178671 4 5210    ;80451771618  11879  55522  82627178671 4 5210     ;80451771618   171879  55522  82627178671 4 5210   
80451771618  11879  55522  82627178671 4 5210     ;8045177168118  1179  55522  82627178671 4 5210    ;80451771618   171879  55522  82627178671 4 5210   ;80451771618  11879  55522  8276271786751 4 5210   
80451771618  11879  55522  82627178671 4 5210     ;8045177168118  1179  55522  82627178671 4 5210    ;80451771618  11879  55522  8276271786751 4 5210   ;80451771618  11879  55522  82627178671 4 532170   
80451771618  11879  55522  82627178671 4 5210     ;80451771618  11879  55522  8276271786751 4 5210   ;80451771618  11879  55522  82627178671 4 532170   ;80451771618  11879  55522  826271786713 4 5210    
80451771618  11879  55522  8276271786751 4 5210   ;80451771618  11879  55522  82627178671 4 532170   ;80451771618  11879  55522  826271786713 4 5210    ;80451771618  11879  55522  8276271786751 4 5210   
80451771618  11879  55522  82627178671 4 532170   ;80451771618  11879  55522  826271786713 4 5210    ;80451771618  11879  55522  8276271786751 4 5210   ;80451771618  11879  55522  82627178671 4 532170   
80451771618  11879  55522  82627178671 4 532170   ;80451771618  11879  55522  826271786713 4 5210    ;80451771618  11879  55522  8276271786751 4 5210   ;80451771618  118779  55522  82627178671 4 532170  
80451771618  11879  55522  82627178671 4 532170   ;80451771618  11879  55522  8276271786751 4 5210   ;80451771618  118779  55522  82627178671 4 532170  ;804351771618  11879  5552  82627178671 4 532170   
80451771618  11879  55522  82627178671 4 532170   ;80451771618  11879  55522  8276271786751 4 5210   ;804351771618  11879  5552  82627178671 4 532170   ;80451771618  11879  55522  8627178671 4 532170    
80451771618  11879  55522  82627178671 4 532170   ;804351771618  11879  5552  82627178671 4 532170   ;80451771618  11879  55522  8627178671 4 532170    ;0451771618  11879  55522  82627178671 4 532170    
80451771618  11879  55522  82627178671 4 532170   ;80451771618  11879  55522  8627178671 4 532170    ;0451771618  11879  55522  82627178671 4 532170    ;80451771618 7 11879  55522   82627178671 4 532170 
80451771618  11879  55522  8627178671 4 532170    ;0451771618  11879  55522  82627178671 4 532170    ;80451771618 7 11879  55522   82627178671 4 532170 ;80451771618  11879  55522  8627178671 4 532170    
0451771618  11879  55522  82627178671 4 532170    ;80451771618 7 11879  55522   82627178671 4 532170 ;80451771618  11879  55522  8627178671 4 532170    ;0451771618  11879  55522  826271 78671 4 532170   
80451771618 7 11879  55522   82627178671 4 532170 ;80451771618  11879  55522  8627178671 4 532170    ;0451771618  11879  55522  826271 78671 4 532170   ;80451771618 7 11879  55522   82627178671 4 532170 
80451771618 7 11879  55522   82627178671 4 532170 ;80451771618  11879  55522  8627178671 4 532170    ;0451771618  11879  55522  826271 78671 4 532170   ;8045177168518 7 11879  55522   82627178671 4 53217
80451771618 7 11879  55522   82627178671 4 532170 ;80451771618  11879  55522  8627178671 4 532170    ;0451771618  11879  55522  826271 78671 4 532170   ;80451771618 7 11879  55522   82627178671 4 532170 
80451771618 7 11879  55522   82627178671 4 532170 ;0451771618  11879  55522  826271 78671 4 532170   ;80451771618 7 11879  55522   82627178671 4 532170 ;80451771618 7 11879  550522   82627178671 4 532170
80451771618 7 11879  55522   82627178671 4 532170 ;0451771618  11879  55522  826271 78671 4 532170   ;80451771618 7 11879  550522   82627178671 4 532170;804517711618 7 11879  55522   82627178671 4 532170
80451771618 7 11879  55522   82627178671 4 532170 ;0451771618  11879  55522  826271 78671 4 532170   ;804517711618 7 11879  55522   82627178671 4 532170;8045177118 7 11879  55522   82627178671 4 532170  
80451771618 7 11879  55522   82627178671 4 532170 ;804517711618 7 11879  55522   82627178671 4 532170;8045177118 7 11879  55522   82627178671 4 532170  ;804517716188 7 11879  55522   82627178671 4 532170
804517711618 7 11879  55522   82627178671 4 532170;8045177118 7 11879  55522   82627178671 4 532170  ;804517716188 7 11879  55522   82627178671 4 532170;8045177101618 7 1187  55522   826277178671 4 53217
804517711618 7 11879  55522   82627178671 4 532170;8045177118 7 11879  55522   82627178671 4 532170  ;8045177101618 7 1187  55522   826277178671 4 53217;804517711618  11879  55522   82627178671 4 532170 
8045177118 7 11879  55522   82627178671 4 532170  ;8045177101618 7 1187  55522   826277178671 4 53217;804517711618  11879  55522   82627178671 4 532170 ;80045177118 7 11879   55522   82627178671 4 532170
8045177118 7 11879  55522   82627178671 4 532170  ;804517711618  11879  55522   82627178671 4 532170 ;80045177118 7 11879   55522   82627178671 4 532170;8045177118 7 11879  555 22   8267271786771 4 53217
8045177118 7 11879  55522   82627178671 4 532170  ;80045177118 7 11879   55522   82627178671 4 532170;8045177118 7 11879  555 22   8267271786771 4 53217;80451771184 7 11879  55522   82627178671 4 53170  
80045177118 7 11879   55522   82627178671 4 532170;8045177118 7 11879  555 22   8267271786771 4 53217;80451771184 7 11879  55522   82627178671 4 53170  ;0045177118 7 118479   55522   82627178671 4 532170
80045177118 7 11879   55522   82627178671 4 532170;8045177118 7 11879  555 22   8267271786771 4 53217;0045177118 7 118479   55522   82627178671 4 532170;8004517711 7 118879   55522    82627178671 4 53217
80045177118 7 11879   55522   82627178671 4 532170;0045177118 7 118479   55522   82627178671 4 532170;8004517711 7 118879   55522    82627178671 4 53217;80045177118 7 118 79   5522   82627178671 4 532170
80045177118 7 11879   55522   82627178671 4 532170;8004517711 7 118879   55522    82627178671 4 53217;80045177118 7 118 79   5522   82627178671 4 532170;80045177118 7 11879   55522   82627178671 4 153121
80045177118 7 11879   55522   82627178671 4 532170;80045177118 7 118 79   5522   82627178671 4 532170;80045177118 7 11879   55522   82627178671 4 153121;80045177118 7 11879   555222   8267178671 4 532170
80045177118 7 11879   55522   82627178671 4 532170;80045177118 7 11879   55522   82627178671 4 153121;80045177118 7 11879   555222   8267178671 4 532170;80045177118 7 11879   55522   82627178671 4 532170
80045177118 7 11879   55522   82627178671 4 532170;80045177118 7 11879   555222   8267178671 4 532170;80045177118 7 11879   55522   82627178671 4 532170;800451771 18 7 11879   55522  82627178671 4 532170
80045177118 7 11879   555222   8267178671 4 532170;80045177118 7 11879   55522   82627178671 4 532170;800451771 18 7 11879   55522  82627178671 4 532170;80045177118 7 1879   5552722   8267178671 4 532170
80045177118 7 11879   555222   8267178671 4 532170;80045177118 7 11879   55522   82627178671 4 532170;80045177118 7 1879   5552722   8267178671 4 532170;80045177118 7 11879   555222   8267178671 4 532170
80045177118 7 11879   555222   8267178671 4 532170;80045177118 7 11879   55522   82627178671 4 532170;80045177118 7 11879   555222   8267178671 4 532170;8004577118 7 11879   555222   8267178671 4 53217  
80045177118 7 11879   555222   8267178671 4 532170;80045177118 7 11879   555222   8267178671 4 532170;8004577118 7 11879   555222   8267178671 4 53217  ;80045177118 7 11879   555222   8267178671 4 532217
80045177118 7 11879   555222   8267178671 4 532170;8004577118 7 11879   555222   8267178671 4 53217  ;80045177118 7 11879   555222   8267178671 4 532217;8004517761518 7 11879   555222   8267178671 4 5321
80045177118 7 11879   555222   8267178671 4 532170;8004577118 7 11879   555222   8267178671 4 53217  ;80045177118 7 11879   555222   8267178671 4 532217;8008451771187 11879   5555222   8267178671 4 53217
80045177118 7 11879   555222   8267178671 4 532170;8004577118 7 11879   555222   8267178671 4 53217  ;8008451771187 11879   5555222   8267178671 4 53217;80045177118 7 11879   55522 1  8267178671 4 532170
8004577118 7 11879   555222   8267178671 4 53217  ;8008451771187 11879   5555222   8267178671 4 53217;80045177118 7 11879   55522 1  8267178671 4 532170;8004577118 7 11879   555222   8267178671 94 532 17
8008451771187 11879   5555222   8267178671 4 53217;80045177118 7 11879   55522 1  8267178671 4 532170;8004577118 7 11879   555222   8267178671 94 532 17;808451771187 111879   5555222   8267178671  4 5321
8008451771187 11879   5555222   8267178671 4 53217;8004577118 7 11879   555222   8267178671 94 532 17;808451771187 111879   5555222   8267178671  4 5321;808451771187 11879   5555222   8267178671 4 543217
8008451771187 11879   5555222   8267178671 4 53217;808451771187 111879   5555222   8267178671  4 5321;808451771187 11879   5555222   8267178671 4 543217;8008451771187 11879   5555222   8267178671 4 53217
8008451771187 11879   5555222   8267178671 4 53217;808451771187 11879   5555222   8267178671 4 543217;8008451771187 11879   5555222   8267178671 4 53217;808451771187 11879   5555222   8267178671 4 532176
8008451771187 11879   5555222   8267178671 4 53217;808451771187 11879   5555222   8267178671 4 543217;8008451771187 11879   5555222   8267178671 4 53217;80084511771187 11879   555222   8267178671 4 53217
808451771187 11879   5555222   8267178671 4 543217;8008451771187 11879   5555222   8267178671 4 53217;80084511771187 11879   555222   8267178671 4 53217;8084517711878 11879   55555222   8267178671 4 5432
8008451771187 11879   5555222   8267178671 4 53217;80084511771187 11879   555222   8267178671 4 53217;8084517711878 11879   55555222   8267178671 4 5432;8008451771187 11879   5555222   82671786714 53217 
80084511771187 11879   555222   8267178671 4 53217;8084517711878 11879   55555222   8267178671 4 5432;8008451771187 11879   5555222   82671786714 53217 ;80084511771187 11879  7 5552222   8267178671 4 532
8084517711878 11879   55555222   8267178671 4 5432;8008451771187 11879   5555222   82671786714 53217 ;80084511771187 11879  7 5552222   8267178671 4 532;8084517711878  11879   55555222   8267178671 4 543
8084517711878 11879   55555222   8267178671 4 5432;8008451771187 11879   5555222   82671786714 53217 ;8084517711878  11879   55555222   8267178671 4 543;8084517711878 11879   555535222   826718671 4 5432
8084517711878 11879   55555222   8267178671 4 5432;8084517711878  11879   55555222   8267178671 4 543;8084517711878 11879   555535222   826718671 4 5432;8084517711878 11879   555552422    8267178671 4 54
8084517711878 11879   55555222   8267178671 4 5432;8084517711878  11879   55555222   8267178671 4 543;8084517711878 11879   555552422    8267178671 4 54;808451771878 11879   55555222   8267178671 4 5432 
8084517711878 11879   55555222   8267178671 4 5432;8084517711878 11879   555552422    8267178671 4 54;808451771878 11879   55555222   8267178671 4 5432 ;8084517711878 11879   55555222   826717 8671 4 543
8084517711878 11879   555552422    8267178671 4 54;808451771878 11879   55555222   8267178671 4 5432 ;8084517711878 11879   55555222   826717 8671 4 543;8084517711878 1189   555552422     8267178671 4 54
808451771878 11879   55555222   8267178671 4 5432 ;8084517711878 11879   55555222   826717 8671 4 543;8084517711878 1189   555552422     8267178671 4 54;808451771878 11879   55555222   82667178671 4 5432
808451771878 11879   55555222   8267178671 4 5432 ;8084517711878 1189   555552422     8267178671 4 54;808451771878 11879   55555222   82667178671 4 5432;808451771878 11879   55555222   826778671 4 5432  
8084517711878 1189   555552422     8267178671 4 54;808451771878 11879   55555222   82667178671 4 5432;808451771878 11879   55555222   826778671 4 5432  ;88084517711878 1189    5555552422     8267178671 4
8084517711878 1189   555552422     8267178671 4 54;808451771878 11879   55555222   826778671 4 5432  ;88084517711878 1189    5555552422     8267178671 4;8084517711878 1189   555552422     8267178671 4 54
8084517711878 1189   555552422     8267178671 4 54;88084517711878 1189    5555552422     8267178671 4;8084517711878 1189   555552422     8267178671 4 54;80845177 11878 1189   555552422     8267178671 4 5
8084517711878 1189   555552422     8267178671 4 54;8084517711878 1189   555552422     8267178671 4 54;80845177 11878 1189   555552422     8267178671 4 5;8084517711878 1189  555552422     82767178671 4 54
8084517711878 1189   555552422     8267178671 4 54;80845177 11878 1189   555552422     8267178671 4 5;8084517711878 1189  555552422     82767178671 4 54;80845173711878 1189   555552422     8267178671 4 5
80845177 11878 1189   555552422     8267178671 4 5;8084517711878 1189  555552422     82767178671 4 54;80845173711878 1189   555552422     8267178671 4 5;808451577 11878 11869   555552422     82671786751 
8084517711878 1189  555552422     82767178671 4 54;80845173711878 1189   555552422     8267178671 4 5;808451577 11878 11869   555552422     82671786751 ;8084517711878 1189  555552422     82767178671 4 54
8084517711878 1189  555552422     82767178671 4 54;808451577 11878 11869   555552422     82671786751 ;8084517711878 1189  555552422     82767178671 4 54;8084517711878 1189  5555152422     82767178671 4 5
8084517711878 1189  555552422     82767178671 4 54;808451577 11878 11869   555552422     82671786751 ;8084517711878 1189  5555152422     82767178671 4 5;8084517711878 1189  555552422      82767178671 4 5
8084517711878 1189  555552422     82767178671 4 54;8084517711878 1189  5555152422     82767178671 4 5;8084517711878 1189  555552422      82767178671 4 5;8084517711878 1189  555552422     8276778671 4 5 4
8084517711878 1189  5555152422     82767178671 4 5;8084517711878 1189  555552422      82767178671 4 5;8084517711878 1189  555552422     8276778671 4 5 4;8084517711878 1189  5555175242     82767178671 4 5
8084517711878 1189  5555152422     82767178671 4 5;8084517711878 1189  555552422      82767178671 4 5;8084517711878 1189  555552422     8276778671 4 5 4;8084517711878 1189  5555152422     8767178671 4 5 
8084517711878 1189  5555152422     82767178671 4 5;8084517711878 1189  555552422      82767178671 4 5;8084517711878 1189  555552422     8276778671 4 5 4;80845197711878 1189  5555152422     820767178671 4
8084517711878 1189  555552422      82767178671 4 5;8084517711878 1189  555552422     8276778671 4 5 4;80845197711878 1189  5555152422     820767178671 4;8084517718188 1189  555552422      82767178671 4 5
8084517711878 1189  555552422     8276778671 4 5 4;80845197711878 1189  5555152422     820767178671 4;8084517718188 1189  555552422      82767178671 4 5;8084517711878 1189  5565552422     8276778671 4 5 
8084517711878 1189  555552422     8276778671 4 5 4;8084517718188 1189  555552422      82767178671 4 5;8084517711878 1189  5565552422     8276778671 4 5 ;8084517711878 1189  555552422       8276778671 4 5
8084517711878 1189  555552422     8276778671 4 5 4;8084517718188 1189  555552422      82767178671 4 5;8084517711878 1189  555552422       8276778671 4 5;8084517711878  1189  8555552422     8276778671 4 5
8084517711878 1189  555552422     8276778671 4 5 4;8084517711878 1189  555552422       8276778671 4 5;8084517711878  1189  8555552422     8276778671 4 5;8084517711878 1189  555552422     88276778671 4 5 
8084517711878 1189  555552422     8276778671 4 5 4;8084517711878  1189  8555552422     8276778671 4 5;8084517711878 1189  555552422     88276778671 4 5 ;8084517711878 1189  555552422     82767780671 4 5 
8084517711878 1189  555552422     8276778671 4 5 4;8084517711878  1189  8555552422     8276778671 4 5;8084517711878 1189  555552422     88276778671 4 5 ;8084517711878 1189  55555422     8276778671 4 5 4 
8084517711878  1189  8555552422     8276778671 4 5;8084517711878 1189  555552422     88276778671 4 5 ;8084517711878 1189  55555422     8276778671 4 5 4 ;8084517711878  1189  855555 2422   0  8276778671 4
8084517711878  1189  8555552422     8276778671 4 5;8084517711878 1189  55555422     8276778671 4 5 4 ;8084517711878  1189  855555 2422   0  8276778671 4;8084517711878  1189  8555 5524222     8276778671 4
8084517711878  1189  8555552422     8276778671 4 5;8084517711878 1189  55555422     8276778671 4 5 4 ;8084517711878  1189  8555 5524222     8276778671 4;80844517711878  1189  85550552422     8276778671 4
8084517711878 1189  55555422     8276778671 4 5 4 ;8084517711878  1189  8555 5524222     8276778671 4;80844517711878  1189  85550552422     8276778671 4;8084517711878 1189  55555422     8262778671 4 5 4 
8084517711878  1189  8555 5524222     8276778671 4;80844517711878  1189  85550552422     8276778671 4;8084517711878 1189  55555422     8262778671 4 5 4 ;8084517711878  1189  8555 5524222     8276778671 4
8084517711878  1189  8555 5524222     8276778671 4;8084517711878 1189  55555422     8262778671 4 5 4 ;8084517711878  1189  8555 5524222     8276778671 4;8084517711878  1189  8555 55204222    82767878671 
8084517711878  1189  8555 5524222     8276778671 4;8084517711878  1189  8555 5524222     8276778671 4;8084517711878  1189  8555 55204222    82767878671 ;8084517711878  118  8555 55 24222     8276 778671 
8084517711878  1189  8555 5524222     8276778671 4;8084517711878  1189  8555 55204222    82767878671 ;8084517711878  118  8555 55 24222     8276 778671 ;8084517711878  1189  8555 5524222     82767788671 
8084517711878  1189  8555 5524222     8276778671 4;8084517711878  1189  8555 55204222    82767878671 ;8084517711878  1189  8555 5524222     82767788671 ;8084517711878  118  8555 5524222     8276778671 4 
8084517711878  1189  8555 5524222     8276778671 4;8084517711878  1189  8555 55204222    82767878671 ;8084517711878  118  8555 5524222     8276778671 4 ;8084517711878  1189  8555 55284222     8276778671 
8084517711878  1189  8555 55204222    82767878671 ;8084517711878  118  8555 5524222     8276778671 4 ;8084517711878  1189  8555 55284222     8276778671 ;80845179711878  1189  555 55204222    82767878671 
8084517711878  118  8555 5524222     8276778671 4 ;8084517711878  1189  8555 55284222     8276778671 ;80845179711878  1189  555 55204222    82767878671 ;8084517711878  118  98555 5524222     8276778671 4
8084517711878  118  8555 5524222     8276778671 4 ;80845179711878  1189  555 55204222    82767878671 ;8084517711878  118  98555 5524222     8276778671 4;8084517711878  118  8555 5524222      8276778671 4
80845179711878  1189  555 55204222    82767878671 ;8084517711878  118  98555 5524222     8276778671 4;8084517711878  118  8555 5524222      8276778671 4;80845179711878 9 1189  555 552042822   82767878671
8084517711878  118  98555 5524222     8276778671 4;8084517711878  118  8555 5524222      8276778671 4;80845179711878 9 1189  555 552042822   82767878671;8084517711878  1118  985955 5524222     8276778671
8084517711878  118  98555 5524222     8276778671 4;8084517711878  118  8555 5524222      8276778671 4;80845179711878 9 1189  555 552042822   82767878671;8084517711878 3 118  98555 5524222     8276778671 
8084517711878  118  98555 5524222     8276778671 4;80845179711878 9 1189  555 552042822   82767878671;8084517711878 3 118  98555 5524222     8276778671 ;8084517711878  118  98555 552 4222     8276778671 
8084517711878  118  98555 5524222     8276778671 4;8084517711878 3 118  98555 5524222     8276778671 ;8084517711878  118  98555 552 4222     8276778671 ;8084517711878  118  98555 8552422 2     8276778671
8084517711878  118  98555 5524222     8276778671 4;8084517711878 3 118  98555 5524222     8276778671 ;8084517711878  118  98555 8552422 2     8276778671;8084517711878  118  98555 5524222     8276778671 4
8084517711878  118  98555 5524222     8276778671 4;8084517711878 3 118  98555 5524222     8276778671 ;8084517711878  118  98555 8552422 2     8276778671;80284517711878  118  98555 55242225     8276778671
8084517711878  118  98555 5524222     8276778671 4;8084517711878 3 118  98555 5524222     8276778671 ;80284517711878  118  98555 55242225     8276778671;8084517711878  118  98555 552222     81276778671 4
8084517711878  118  98555 5524222     8276778671 4;8084517711878 3 118  98555 5524222     8276778671 ;8084517711878  118  98555 552222     81276778671 4;8084517711878  118  928555 5524222     827677671 4
8084517711878  118  98555 5524222     8276778671 4;8084517711878 3 118  98555 5524222     8276778671 ;8084517711878  118  98555 552222     81276778671 4;8084517711878  118   988555 5524222     8276778671
8084517711878  118  98555 5524222     8276778671 4;8084517711878  118  98555 552222     81276778671 4;8084517711878  118   988555 5524222     8276778671;8084517711878 118  98555 5524222     8276778671 4 
8084517711878  118  98555 5524222     8276778671 4;8084517711878  118  98555 552222     81276778671 4;8084517711878 118  98555 5524222     8276778671 4 ;8084517711878  118  98555 55624222      8276778671
8084517711878  118  98555 5524222     8276778671 4;8084517711878 118  98555 5524222     8276778671 4 ;8084517711878  118  98555 55624222      8276778671;8084517711878   118  98555 5524222     8276778671 
8084517711878  118  98555 5524222     8276778671 4;8084517711878 118  98555 5524222     8276778671 4 ;8084517711878   118  98555 5524222     8276778671 ;084517711878  118  98555 5524222     8276778671 4 
8084517711878  118  98555 5524222     8276778671 4;8084517711878 118  98555 5524222     8276778671 4 ;084517711878  118  98555 5524222     8276778671 4 ;8084517711878  118  998555 5524222     8276778671 
8084517711878 118  98555 5524222     8276778671 4 ;084517711878  118  98555 5524222     8276778671 4 ;8084517711878  118  998555 5524222     8276778671 ;8084517711878 118  98555 55242229     8276778671 4
084517711878  118  98555 5524222     8276778671 4 ;8084517711878  118  998555 5524222     8276778671 ;8084517711878 118  98555 55242229     8276778671 4;084517711878  118  98555 5524222    8276778671 4  
084517711878  118  98555 5524222     8276778671 4 ;8084517711878 118  98555 55242229     8276778671 4;084517711878  118  98555 5524222    8276778671 4  ;0845177118786  118  98555 552422     8276778671 4 
8084517711878 118  98555 55242229     8276778671 4;084517711878  118  98555 5524222    8276778671 4  ;0845177118786  118  98555 552422     8276778671 4 ;80884517711878 118  98555 55242229     8276778671 
084517711878  118  98555 5524222    8276778671 4  ;0845177118786  118  98555 552422     8276778671 4 ;80884517711878 118  98555 55242229     8276778671 ;084517711878 118  98555 5524222    8276778671 4   
0845177118786  118  98555 552422     8276778671 4 ;80884517711878 118  98555 55242229     8276778671 ;084517711878 118  98555 5524222    8276778671 4   ;0845177118786   118  985550 552422  8   8276778671
80884517711878 118  98555 55242229     8276778671 ;084517711878 118  98555 5524222    8276778671 4   ;0845177118786   118  985550 552422  8   8276778671;808845177118781118  98555 55242229     8276778671 
084517711878 118  98555 5524222    8276778671 4   ;0845177118786   118  985550 552422  8   8276778671;808845177118781118  98555 55242229     8276778671 ;0845177911878 118  98555  5524222    82767786761 4
084517711878 118  98555 5524222    8276778671 4   ;808845177118781118  98555 55242229     8276778671 ;0845177911878 118  98555  5524222    82767786761 4;084517711878 1118  98555 5524222    8276778671 4  
808845177118781118  98555 55242229     8276778671 ;0845177911878 118  98555  5524222    82767786761 4;084517711878 1118  98555 5524222    8276778671 4  ; 8088435177118781118  98555 5522229     8276778671
0845177911878 118  98555  5524222    82767786761 4;084517711878 1118  98555 5524222    8276778671 4  ; 8088435177118781118  98555 5522229     8276778671;0845177911878 118  98555  5524222    832767786761 
084517711878 1118  98555 5524222    8276778671 4  ; 8088435177118781118  98555 5522229     8276778671;0845177911878 118  98555  5524222    832767786761 ;084517711878 1118  98555 5524222    8276778671 4  
084517711878 1118  98555 5524222    8276778671 4  ; 8088435177118781118  98555 5522229     8276778671;084517711878 1118  98555 5524222    8276778671 4  ;084517711878 1118  98555 552422 2    8276778671 4 
 8088435177118781118  98555 5522229     8276778671;084517711878 1118  98555 5524222    8276778671 4  ;084517711878 1118  98555 552422 2    8276778671 4 ; 8088435177118781118  98555 552229     8276778671 
 8088435177118781118  98555 5522229     8276778671;084517711878 1118  98555 552422 2    8276778671 4 ; 8088435177118781118  98555 552229     8276778671 ; 80884351771187814118  98555 5522229     827677867
 8088435177118781118  98555 5522229     8276778671;084517711878 1118  98555 552422 2    8276778671 4 ; 80884351771187814118  98555 5522229     827677867; 8088435177118781118  98555 5522229     8276778671
084517711878 1118  98555 552422 2    8276778671 4 ; 80884351771187814118  98555 5522229     827677867; 8088435177118781118  98555 5522229     8276778671;084517711878 17118  98555 552422 2    8276778671 4
084517711878 1118  98555 552422 2    8276778671 4 ; 8088435177118781118  98555 5522229     8276778671;084517711878 17118  98555 552422 2    8276778671 4;084517711878 1118  98555 552422 2    08276778671 4
 8088435177118781118  98555 5522229     8276778671;084517711878 17118  98555 552422 2    8276778671 4;084517711878 1118  98555 552422 2    08276778671 4; 808843177118781118  98555 5522229     8276778671 
084517711878 17118  98555 552422 2    8276778671 4;084517711878 1118  98555 552422 2    08276778671 4; 808843177118781118  98555 5522229     8276778671 ;0845177118718 17118  98555 552422 2    827677861 4
